Uniprot_ID,Flybase_ID,Gene_Symbol,Name,XSome_Loc,Xsome_Coord,FBtr_ID,FBpp_ID,Source,Description
Q9W497,FBgn0003747,Gr5a,Gustatory receptor 5a,X,5680617..5682488(1),FBtr0070802,FBpp0070768,UniProtKB,"Gustatory receptor required for response to the sugar trehalose in taste neurons. Gr5a neurons selectively respond to sugars, in contrast to Gr66a cells which respond to bitter compounds. Flies are attracted to sugars and avoid bitter substances, suggesting that Gr5a neuron activity is sufficient to mediate acceptance behavior. Sugar signal transduction occurs through coupling with G-proteins such as Galpha49B and G-salpha60A. (UniProtKB:Q9W497)"
Q9VLC1,FBgn0032117,FucTB,"alpha1,3-fucosyltransferase B",2L,9428669..9431052(-1),"FBtr0346623, FBtr0079811, FBtr0343431","FBpp0079411, FBpp0310076, FBpp0312203",Alliance,Predicted to enable alpha-(1->3)-fucosyltransferase activity. Predicted to be involved in fucosylation. Predicted to be located in Golgi membrane. Is expressed in adult head; head mesoderm; organism; and trunk mesoderm. Orthologous to several human genes including FUT10 (fucosyltransferase 10).
A1Z7H7,FBgn0033320,CG8586,N/A,2R,8692796..8696245(-1),"FBtr0088725, FBtr0339345, FBtr0339344","FBpp0308443, FBpp0308442, FBpp0087804",Alliance,Predicted to be involved in proteolysis. Located in extracellular region.
Q7K2U8,FBgn0028560,sut4,sugar transporter 4,2R,10085442..10087127(-1),FBtr0089674,FBpp0088616,Alliance,Predicted to enable transmembrane transporter activity. Predicted to be involved in transmembrane transport. Predicted to be active in membrane. Is expressed in adult head and spermatozoon. Orthologous to human SLC2A6 (solute carrier family 2 member 6) and SLC2A8 (solute carrier family 2 member 8).
Q9VN63,FBgn0037282,CG14657,N/A,3R,4817980..4821432(-1),"FBtr0078875, FBtr0334900, FBtr0334901","FBpp0306921, FBpp0306922, FBpp0078515",Alliance,Is expressed in dorsal ectoderm anlage; gonad; organism; and ventral ectoderm anlage.
Q9VCY8,FBgn0038984,AdipoR,Adiponectin receptor,3R,22543693..22547846(-1),"FBtr0334561, FBtr0084283, FBtr0084282, FBtr0308848, FBtr0084284","FBpp0306628, FBpp0301003, FBpp0083676, FBpp0083677, FBpp0083675",FlyBase Gene Snapshot,Adiponectin receptor (AdipoR) encodes a membrane protein that regulates glucose and lipid metabolism by controlling insulin signaling. It also maintains germ line stem cells via an insulin-independent mechanism.
Q94899,FBgn0013746,alien,alien,2L,8993818..8997379(-1),"FBtr0079781, FBtr0079780, FBtr0339550, FBtr0343095","FBpp0079381, FBpp0308633, FBpp0089195, FBpp0309805",FlyBase Gene Snapshot,"alien (alien) encodes the subunit 2 of the COP9 signalosome, which plays a central role in the regulation of E3-cullin RING ubiquitin ligases."
Q9VMS3,FBgn0031697,CG14024,N/A,2L,5311311..5314895(-1),"FBtr0079082, FBtr0329970","FBpp0303005, FBpp0078716",Alliance,Predicted to enable sulfotransferase activity. Predicted to be involved in carbohydrate biosynthetic process. Predicted to be located in membrane. Orthologous to human CHST9 (carbohydrate sulfotransferase 9).
Q8MS69,FBgn0031832,Trmt6,tRNA methyltransferase 6 non-catalytic subunit,2L,6559426..6562289(-1),"FBtr0079332, FBtr0343162, FBtr0343163","FBpp0309858, FBpp0078961, FBpp0309857",Alliance,"Predicted to be involved in tRNA methylation. Predicted to be part of tRNA (m1A) methyltransferase complex. Predicted to be active in nucleus. Is expressed in several structures, including embryonic/larval midgut; embryonic/larval muscle system; extended germ band embryo; foregut primordium; and visceral muscle primordium. Orthologous to human TRMT6 (tRNA methyltransferase 6 non-catalytic subunit)."
Q00805,FBgn0004569,aos,argos,3L,16470386..16483650(-1),FBtr0075408,FBpp0075166,UniProtKB,"Regulates cell determination; development of ommatidia and optic lobe. Is a signaling molecule involved in the process of axon pathfinding in the eye. Part of the Ras pathway regulating programmed cell death in pupal eyes; activated by lozenge (lz). Antagonist for the Egfr receptor (gurken). Inhibits Egfr signaling without interacting directly with the receptor, but instead by sequestering the Egfr-activating ligand spitz (spi). (UniProtKB:Q00805)"
Q8T0R7,FBgn0064237,Idgf5,Imaginal disc growth factor 5,2R,18393666..18395282(1),FBtr0086668,FBpp0085849,UniProtKB,"Probably required to stimulate the proliferation, polarization and motility of imaginal disk cells. May act by stabilizing the binding of insulin-like peptides to its receptor through a simultaneous interaction with both molecules to form a multiprotein signaling complex (By similarity). (UniProtKB:Q8T0R7)"
Q9VGV5,FBgn0037846,CG6574,N/A,3R,10860531..10862988(-1),FBtr0082297,FBpp0081773,Alliance,"Predicted to enable thiamine transmembrane transporter activity. Predicted to be involved in transmembrane transport. Predicted to be located in membrane. Predicted to be active in plasma membrane. Is expressed in adult fat body. Human ortholog(s) of this gene implicated in several diseases, including biotin-responsive basal ganglia disease; cleft lip; dextro-looped transposition of the great arteries; megaloblastic anemia; and thiamine-responsive megaloblastic anemia syndrome. Orthologous to several human genes including SLC19A1 (solute carrier family 19 member 1) and SLC19A2 (solute carrier family 19 member 2)."
Q9V3E0,FBgn0040342,CG3706,N/A,X,930931..932475(-1),FBtr0070189,FBpp0070182,Alliance,Is expressed in adult head.
Q9VD47,FBgn0038931,CG13407,N/A,3R,22103414..22105590(1),FBtr0084181,FBpp0083579,FlyBase Auto Summary,This gene is referred to in FlyBase by the symbol Dmel\CG13407 (FBgn0038931). It is a protein_coding_gene from Dmel. Gene sequence location is 3R:22103414..22105590. Its molecular function is described by: . It is involved in the biological process described with: . No alleles are reported. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very low expression to a trough of no expression detected.  Peak expression observed during late pupal stages.  
Q9VLB7,FBgn0004868,Gdi,GDP dissociation inhibitor,2L,9491176..9494876(-1),"FBtr0345433, FBtr0079862, FBtr0306169","FBpp0311558, FBpp0079458, FBpp0297299",FlyBase Gene Snapshot,GDP dissociation inhibitor (Gdi) encodes a GDP-dissociation inhibitor.
O76878,FBgn0024985,Rilpl,Rab interacting lysosomal protein like,X,1393054..1397337(1),"FBtr0070225, FBtr0332292, FBtr0332291","FBpp0304571, FBpp0070216, FBpp0304570",UniProtKB,May have a role in lysosome distribution by interacting with Arl8. (UniProtKB:O76878)
Q8IMA2,FBgn0052006,CG32006,N/A,4,150764..153538(1),FBtr0089170,FBpp0088237,Alliance,"Predicted to enable DNA-binding transcription factor activity, RNA polymerase II-specific and RNA polymerase II cis-regulatory region sequence-specific DNA binding activity. Predicted to be involved in anatomical structure morphogenesis; cell differentiation; and regulation of transcription by RNA polymerase II. Is expressed in dorsal sensory complex proper primordium; embryonic head sensory system; and ventral sensory complex primordium. Human ortholog(s) of this gene implicated in primary ciliary dyskinesia 43. Orthologous to human FOXJ1 (forkhead box J1)."
Q9VBX3,FBgn0046214,vig2,vig2,3R,25123373..25125619(1),"FBtr0084776, FBtr0084775, FBtr0113354, FBtr0084777","FBpp0084152, FBpp0084151, FBpp0084150, FBpp0112266",FlyBase Gene Snapshot,"vig2 (vig2) encodes a protein involved in heterochromatin organization, histone H3-K9 methylation and chromatin silencing regulation."
Q9V9W5,FBgn0039855,CG1638,N/A,3R,31590581..31592316(1),FBtr0113315,FBpp0112227,Alliance,Predicted to enable acyl-CoA hydrolase activity. Predicted to be involved in acyl-CoA metabolic process. Predicted to be active in mitochondrion. Is expressed in spermatozoon. Orthologous to human ACOT9 (acyl-CoA thioesterase 9).
Q9V784,FBgn0033989,CG7639,N/A,2R,14987660..14992230(-1),FBtr0087424,FBpp0086555,UniProtKB,May play a role in the maintenance of the structure of mitochondrial cristae. (UniProtKB:Q9V784)
Q9W3J2,FBgn0030010,CG10959,N/A,X,8148783..8150686(1),"FBtr0071157, FBtr0331614","FBpp0304004, FBpp0071108",Alliance,"Predicted to enable DNA-binding transcription factor activity, RNA polymerase II-specific and RNA polymerase II cis-regulatory region sequence-specific DNA binding activity. Predicted to be involved in regulation of transcription by RNA polymerase II. Is expressed in organism."
Q9VXW3,FBgn0030630,CG12608,N/A,X,15342857..15344625(-1),FBtr0074018,FBpp0073835,Alliance,"Predicted to be involved in ribosomal large subunit biogenesis. Predicted to be located in nucleolus. Is expressed in several structures, including anterior endoderm anlage; embryonic/larval midgut primordium; embryonic/larval muscle system; germ layer; and visceral muscle primordium. Orthologous to human PAK1IP1 (PAK1 interacting protein 1)."
Q9VPL8,FBgn0031235,CG13693,N/A,2L,232487..234208(1),FBtr0078126,FBpp0077785,Alliance,Predicted to be involved in cilium assembly. Predicted to be active in axoneme and ciliary basal body. Orthologous to human CCDC113 (coiled-coil domain containing 113).
A1Z9L5,FBgn0033899,CG13016,N/A,2R,14157762..14159434(1),FBtr0087519,FBpp0086648,Alliance,Predicted to be active in membrane. Is expressed in organism. Orthologous to human TMEM39A (transmembrane protein 39A) and TMEM39B (transmembrane protein 39B).
Q7KVX1,FBgn0028325,Pdha,Pyruvate dehydrogenase E1 alpha subunit,X,4702284..4705265(1),"FBtr0070711, FBtr0070708, FBtr0070709, FBtr0070710","FBpp0070678, FBpp0070679, FBpp0070677, FBpp0070676",Alliance,Predicted to enable pyruvate dehydrogenase (acetyl-transferring) activity. Predicted to be involved in acetyl-CoA biosynthetic process from pyruvate. Located in mitochondrion. Is expressed in adult head; adult heart; and spermatozoon. Used to study disease of metabolism and retinal degeneration. Human ortholog(s) of this gene implicated in pyruvate decarboxylase deficiency and spermatogenic failure. Orthologous to human PDHA1 (pyruvate dehydrogenase E1 subunit alpha 1) and PDHA2 (pyruvate dehydrogenase E1 subunit alpha 2).
A0A0C4DHA5,FBgn0037297,CG1116,N/A,3R,5219657..5221548(1),"FBtr0078774, FBtr0334907, FBtr0078775","FBpp0306928, FBpp0078421, FBpp0078422",Alliance,"Predicted to enable small GTPase binding activity. Predicted to be involved in positive regulation of GTPase activity and retrograde transport, endosome to Golgi. Located in Golgi apparatus. Is expressed in organism. Orthologous to human RGP1 (RGP1 homolog, RAB6A GEF complex partner 1)."
Q8IP16,FBgn0051815,CG31815,N/A,2L,16605822..16607321(1),FBtr0080870,FBpp0080427,FlyBase Auto Summary,This gene is referred to in FlyBase by the symbol Dmel\CG31815 (FBgn0051815). It is a protein_coding_gene from Dmel. Gene sequence location is 2L:16605822..16607321. Its molecular function is described by: . It is involved in the biological process described with: . No alleles are reported. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderate expression to a trough of no expression detected.  Peak expression observed in adult male stages.  
Q9VHG8,FBgn0037667,CG16734,N/A,3R,9255052..9256731(1),FBtr0302133,FBpp0291343,FlyBase Auto Summary,"This gene is referred to in FlyBase by the symbol Dmel\CG16734 (FBgn0037667). It is a protein_coding_gene from Dmel. Gene sequence location is 3R:9255052..9256731. Its molecular function is unknown. The biological processes in which it is involved are not known. 58 alleles are reported. No phenotypic data is available. No phenotypic class data is available. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderate expression to a trough of very low expression.  Peak expression observed within 00-06 hour embryonic stages, during late larval stages, during early pupal stages, in adult female stages.  "
Q9VYD5,FBgn0030482,Bcat,Branched chain amino acid transaminase,X,13396899..13401224(1),FBtr0073777,FBpp0073608,Alliance,Enables L-isoleucine transaminase activity; L-leucine transaminase activity; and L-valine transaminase activity. Involved in isoleucine catabolic process; leucine catabolic process; and valine catabolic process. Predicted to be active in mitochondrion. Is expressed in adult head and spermatozoon. Orthologous to several human genes including BCAT2 (branched chain amino acid transaminase 2).
Q9VZS6,FBgn0035421,nSMase,neutral sphingomyelinase,3L,3219156..3220925(1),FBtr0073043,FBpp0072907,Alliance,"Predicted to enable sphingomyelin phosphodiesterase activity. Predicted to be involved in ceramide biosynthetic process; sphingolipid catabolic process; and sphingomyelin metabolic process. Predicted to be active in caveola and endoplasmic reticulum. Is expressed in several structures, including adult head; anterior endoderm anlage; embryonic/larval midgut; and germ layer. Orthologous to human SMPD2 (sphingomyelin phosphodiesterase 2)."
Q9VRS0,FBgn0035657,alphaKap4,alpha Karyopherin-4,3L,6009446..6011021(-1),FBtr0077069,FBpp0076777,Alliance,Predicted to enable nuclear import signal receptor activity and nuclear localization sequence binding activity. Predicted to be involved in NLS-bearing protein import into nucleus. Predicted to be located in cytoplasm. Predicted to be active in nucleoplasm. Is expressed in testis.
Q9W0P9,FBgn0035144,Kah,Kahuli,3L,582824..589274(-1),FBtr0072563,FBpp0072462,FlyBase Gene Snapshot,"Kahuli (Kah) encodes a member of the Snail/Scratch family of transcription factors, which regulate transcription by binding the E-box motif ACAGGTG."
E1JIR1,FBgn0038811,Pus1,Pseudouridine synthase 1,3R,20591024..20592671(-1),"FBtr0083944, FBtr0302323","FBpp0083351, FBpp0291529",Alliance,"Predicted to enable pseudouridine synthase activity. Predicted to be involved in mRNA pseudouridine synthesis and tRNA pseudouridine synthesis. Predicted to be active in nucleus. Human ortholog(s) of this gene implicated in myopathy, lactic acidosis, and sideroblastic anemia 1. Orthologous to human PUS1 (pseudouridine synthase 1)."
Q9Y162,FBgn0283469,Vps4,Vacuolar protein sorting 4,X,17907692..17911097(1),"FBtr0342787, FBtr0074504","FBpp0309628, FBpp0074278",FlyBase Gene Snapshot,"Vacuolar protein sorting 4 (Vps4) encodes an AAA family ATPase. It catalyzes the ATP-dependent dissociation of class E VPS proteins from endosomal membranes. It functions in endosomal sorting of cargo into the multivesicular body for lysosomal degradation, abscission during cell division, virus release and nuclear envelope membrane sealing after cell division."
Q9VLL4,FBgn0032042,CG13398,N/A,2L,8412144..8415256(-1),"FBtr0079710, FBtr0331990","FBpp0079315, FBpp0304312",Alliance,Predicted to enable fibroblast growth factor receptor binding activity and transmembrane receptor protein tyrosine kinase adaptor activity. Predicted to be involved in fibroblast growth factor receptor signaling pathway. Predicted to be active in cytoplasm. Is expressed in embryonic/larval midgut; organism; wing hinge primordium; and wing pouch. Orthologous to human FRS2 (fibroblast growth factor receptor substrate 2) and FRS3 (fibroblast growth factor receptor substrate 3).
Q9W303,FBgn0026415,Idgf4,Imaginal disc growth factor 4,X,9927973..9930948(-1),"FBtr0071393, FBtr0343030, FBtr0071394","FBpp0071328, FBpp0071329, FBpp0309782",UniProtKB,"Cooperates with insulin-like peptides to stimulate the proliferation, polarization and motility of imaginal disk cells. May act by stabilizing the binding of insulin-like peptides to its receptor through a simultaneous interaction with both molecules to form a multiprotein signaling complex. (UniProtKB:Q9W303)"
