Protein_ID,MD5_Digest,Length,Analysis,Signature_Accession,Signature_Description,Start,Stop,Score,Status,Date,InterPro_Accession,InterPro_Description,GO_Annotations,Pathway_Annotations
P45437,33a7d1821115f57f3bddcd297f368214,964,Pfam,PF14806,Coatomer beta subunit appendage platform,824,953,9.40E-53,T,12/5/2026,IPR029446,"Coatomer beta subunit, appendage platform domain",-,-
Q27580,8ac30a4746355ffe9f9dfceae87fd82e,432,Pfam,PF00670,"S-adenosyl-L-homocysteine hydrolase, NAD binding domain",191,352,1.60E-83,T,12/5/2026,IPR015878,"S-adenosyl-L-homocysteine hydrolase, NAD binding domain",-,-
Q27580,8ac30a4746355ffe9f9dfceae87fd82e,432,Pfam,PF05221,S-adenosyl-L-homocysteine hydrolase,142,431,6.40E-60,T,12/5/2026,IPR000043,Adenosylhomocysteinase-like,-,-
Q27580,8ac30a4746355ffe9f9dfceae87fd82e,432,Pfam,PF05221,S-adenosyl-L-homocysteine hydrolase,6,141,2.50E-70,T,12/5/2026,IPR000043,Adenosylhomocysteinase-like,-,-
Q9VZF2,7757bdd4cd2559da66c5ae89859681bf,840,Pfam,PF01422,NF-X1 type zinc finger,249,268,0.88,T,12/5/2026,IPR000967,"Zinc finger, NF-X1-type",-,-
Q9VZF2,7757bdd4cd2559da66c5ae89859681bf,840,Pfam,PF01422,NF-X1 type zinc finger,357,375,0.64,T,12/5/2026,IPR000967,"Zinc finger, NF-X1-type",-,-
Q9VZF2,7757bdd4cd2559da66c5ae89859681bf,840,Pfam,PF01422,NF-X1 type zinc finger,702,716,34,T,12/5/2026,IPR000967,"Zinc finger, NF-X1-type",-,-
Q9VZF2,7757bdd4cd2559da66c5ae89859681bf,840,Pfam,PF01422,NF-X1 type zinc finger,436,454,1.1,T,12/5/2026,IPR000967,"Zinc finger, NF-X1-type",-,-
Q9VZF2,7757bdd4cd2559da66c5ae89859681bf,840,Pfam,PF01422,NF-X1 type zinc finger,196,212,2,T,12/5/2026,IPR000967,"Zinc finger, NF-X1-type",-,-
Q9VZF2,7757bdd4cd2559da66c5ae89859681bf,840,Pfam,PF01422,NF-X1 type zinc finger,499,508,2600,T,12/5/2026,IPR000967,"Zinc finger, NF-X1-type",-,-
Q9VZF2,7757bdd4cd2559da66c5ae89859681bf,840,Pfam,PF01422,NF-X1 type zinc finger,409,426,11000,T,12/5/2026,IPR000967,"Zinc finger, NF-X1-type",-,-
Q9VZF2,7757bdd4cd2559da66c5ae89859681bf,840,Pfam,PF01422,NF-X1 type zinc finger,595,605,88,T,12/5/2026,IPR000967,"Zinc finger, NF-X1-type",-,-
Q9VZF2,7757bdd4cd2559da66c5ae89859681bf,840,Pfam,PF01422,NF-X1 type zinc finger,521,531,410000,T,12/5/2026,IPR000967,"Zinc finger, NF-X1-type",-,-
Q9VZF2,7757bdd4cd2559da66c5ae89859681bf,840,Pfam,PF01422,NF-X1 type zinc finger,303,323,1.5,T,12/5/2026,IPR000967,"Zinc finger, NF-X1-type",-,-
P07185,e40fe979184e9e8ca1eaa1c20431511b,115,Pfam,PF03964,Chorion family 2,1,29,0.016,T,12/5/2026,IPR005649,Chorion 2,-,-
P18489,d293be58ec65a8b18cd03ba67b1485e9,152,Pfam,PF00957,Synaptobrevin,47,126,2.90E-26,T,12/5/2026,IPR042855,"v-SNARE, coiled-coil homology domain",-,-
Q9VCG2,3e54be04374b2a9075fc07d9d4ae307f,153,Pfam,PF07047,Optic atrophy 3 protein (OPA3),10,124,1.20E-21,T,12/5/2026,IPR010754,Optic atrophy 3-like,-,-
P25991,8eb9b6af0f9bb28484b96c17a35a57de,765,Pfam,PF05843,Suppressor of forked protein (Suf),20,576,6.30E-194,T,12/5/2026,IPR008847,Suppressor of forked,-,-
Q9VHH0,7b74507df7997edf129e87f2235bf88c,316,Pfam,PF00685,Sulfotransferase domain,54,310,3.50E-74,T,12/5/2026,IPR000863,Sulfotransferase domain,-,-
Q24173,4387de02c1a64abe82b4571d2192fb6d,395,Pfam,PF00432,Prenyltransferase alpha-alpha toroid domain,13,336,9.20E-96,T,12/5/2026,IPR001330,Prenyltransferase alpha-alpha toroid domain,-,-
Q9VFG2,fc599bb1d725d2004d83ec4590452447,556,Pfam,PF00083,Sugar (and other) transporter,123,506,4.40E-25,T,12/5/2026,IPR005828,"Major facilitator, sugar transporter-like",-,-
Q9VTR4,80c1c6c49b1daee8b81d993f63908f24,796,Pfam,PF01607,Chitin binding Peritrophin-A domain,630,682,9.30E-07,T,12/5/2026,IPR002557,Chitin binding domain,-,-
Q9VTR4,80c1c6c49b1daee8b81d993f63908f24,796,Pfam,PF01607,Chitin binding Peritrophin-A domain,132,184,3.10E-07,T,12/5/2026,IPR002557,Chitin binding domain,-,-
Q9VTR4,80c1c6c49b1daee8b81d993f63908f24,796,Pfam,PF01607,Chitin binding Peritrophin-A domain,470,522,3.80E-10,T,12/5/2026,IPR002557,Chitin binding domain,-,-
Q9VTR4,80c1c6c49b1daee8b81d993f63908f24,796,Pfam,PF01607,Chitin binding Peritrophin-A domain,62,113,2.30E-07,T,12/5/2026,IPR002557,Chitin binding domain,-,-
Q9VTR4,80c1c6c49b1daee8b81d993f63908f24,796,Pfam,PF01607,Chitin binding Peritrophin-A domain,293,347,1.20E-05,T,12/5/2026,IPR002557,Chitin binding domain,-,-
Q9VTR4,80c1c6c49b1daee8b81d993f63908f24,796,Pfam,PF01607,Chitin binding Peritrophin-A domain,710,762,7.50E-08,T,12/5/2026,IPR002557,Chitin binding domain,-,-
Q9VTR4,80c1c6c49b1daee8b81d993f63908f24,796,Pfam,PF01607,Chitin binding Peritrophin-A domain,207,261,2.00E-06,T,12/5/2026,IPR002557,Chitin binding domain,-,-
Q9VTR4,80c1c6c49b1daee8b81d993f63908f24,796,Pfam,PF01607,Chitin binding Peritrophin-A domain,544,597,0.017,T,12/5/2026,IPR002557,Chitin binding domain,-,-
Q9VTR4,80c1c6c49b1daee8b81d993f63908f24,796,Pfam,PF01607,Chitin binding Peritrophin-A domain,367,421,1.60E-04,T,12/5/2026,IPR002557,Chitin binding domain,-,-
Q9VKQ9,284a8fd69ce217c7defd9bb694973faf,134,Pfam,PF05186,Dpy-30 motif,77,118,6.70E-18,T,12/5/2026,IPR007858,Dpy-30 motif,-,-
A0A0B4KGW3,670b5fe270b1736148da1216a325f970,716,Pfam,PF00083,Sugar (and other) transporter,531,633,3.40E-14,T,12/5/2026,IPR005828,"Major facilitator, sugar transporter-like",-,-
A0A0B4KGW3,670b5fe270b1736148da1216a325f970,716,Pfam,PF00083,Sugar (and other) transporter,95,401,1.30E-34,T,12/5/2026,IPR005828,"Major facilitator, sugar transporter-like",-,-
Q9VYZ2,6cb7d4cc2e42442ec08e326dbd770e5e,373,Pfam,PF08395,7tm Chemosensory receptor,11,370,2.20E-37,T,12/5/2026,IPR013604,7TM chemosensory receptor,-,-
Q5U0X8,e3a65cb2fcb051a0510a2f1aba5ec735,949,Pfam,PF23381,IFT122 first beta-propeller,355,608,1.70E-36,T,12/5/2026,IPR056153,"IFT122/SMU1, beta-propeller domain",-,-
Q5U0X8,e3a65cb2fcb051a0510a2f1aba5ec735,949,Pfam,PF04003,Dip2/Utp12 Family,793,894,9.20E-17,T,12/5/2026,IPR007148,"Small-subunit processome, Utp12",-,-
Q5U0X8,e3a65cb2fcb051a0510a2f1aba5ec735,949,Pfam,PF00400,"WD domain, G-beta repeat",90,114,730,T,12/5/2026,IPR001680,WD40 repeat,-,-
Q5U0X8,e3a65cb2fcb051a0510a2f1aba5ec735,949,Pfam,PF00400,"WD domain, G-beta repeat",145,171,220,T,12/5/2026,IPR001680,WD40 repeat,-,-
Q9VCD1,9f7105a8207fa79dc4557311ece71ca2,2048,Pfam,PF15035,"Ciliary rootlet component, centrosome cohesion",110,328,1.10E-62,T,12/5/2026,IPR055167,"Rootletin-like, coiled-coil",-,-
O01367,f720e42fddf465a84a2e50f0cbe514a4,405,Pfam,PF16544,Homodimerisation region of STAR domain protein,72,123,2.90E-24,T,12/5/2026,IPR032377,"STAR protein, homodimerisation region",-,-
O01367,f720e42fddf465a84a2e50f0cbe514a4,405,Pfam,PF22675,"KHDC4/BBP-like, KH-domain type I",147,234,6.70E-15,T,12/5/2026,IPR055256,"KHDC4/BBP-like, KH-domain type I",-,-
Q9VZZ4,d8c736e47b504277536425f593d8d4d4,1527,Pfam,PF13855,Leucine rich repeat,55,112,3.60E-08,T,12/5/2026,IPR001611,Leucine-rich repeat,-,-
Q9VZZ4,d8c736e47b504277536425f593d8d4d4,1527,Pfam,PF13855,Leucine rich repeat,124,184,4.30E-06,T,12/5/2026,IPR001611,Leucine-rich repeat,-,-
Q9VZZ4,d8c736e47b504277536425f593d8d4d4,1527,Pfam,PF07679,Immunoglobulin I-set domain,365,452,1.70E-08,T,12/5/2026,IPR013098,Immunoglobulin I-set,-,-
Q9VZZ4,d8c736e47b504277536425f593d8d4d4,1527,Pfam,PF07679,Immunoglobulin I-set domain,458,546,7.70E-12,T,12/5/2026,IPR013098,Immunoglobulin I-set,-,-
Q9VZZ4,d8c736e47b504277536425f593d8d4d4,1527,Pfam,PF07679,Immunoglobulin I-set domain,236,316,1.70E-13,T,12/5/2026,IPR013098,Immunoglobulin I-set,-,-
Q9VZZ4,d8c736e47b504277536425f593d8d4d4,1527,Pfam,PF13927,Immunoglobulin domain,552,631,3.00E-08,T,12/5/2026,-,-,-,-
Q9VZZ4,d8c736e47b504277536425f593d8d4d4,1527,Pfam,PF00093,von Willebrand factor type C domain,1468,1523,6.80E-04,T,12/5/2026,IPR001007,VWFC domain,-,-
Q9VZZ4,d8c736e47b504277536425f593d8d4d4,1527,Pfam,PF03098,Animal haem peroxidase,777,1324,1.60E-198,T,12/5/2026,IPR019791,"Haem peroxidase, animal-type",-,-
Q9V399,dc220777a168bb8aef4669cc988f05a5,503,Pfam,PF00067,Cytochrome P450,28,485,8.40E-79,T,12/5/2026,IPR001128,Cytochrome P450,-,-
Q9VDE8,eaeac6e7b0e4fd9f5aff2cb42a80ae3d,974,Pfam,PF28344,Integrator complex assembly factor BRAT1,589,769,9.70E-10,T,12/5/2026,IPR038904,BRCA1-associated ATM activator 1,-,-
X2JAQ5,50013039c82a2c00b70e73137d0a198d,214,Pfam,PF01928,CYTH domain,38,205,1.20E-19,T,12/5/2026,IPR023577,CYTH domain,-,-
Q7KTP7,449ede5b703f894f40890b33fd94043b,181,Pfam,PF13637,Ankyrin repeats (many copies),32,79,5.90E-05,T,12/5/2026,IPR002110,Ankyrin repeat,-,-
Q7KTP7,449ede5b703f894f40890b33fd94043b,181,Pfam,PF12796,Ankyrin repeats (3 copies),84,149,8.50E-14,T,12/5/2026,IPR002110,Ankyrin repeat,-,-
M9PEM1,aff2f22279f0959eb48d5effe751c166,346,Pfam,PF26585,"STX17-like, N-terminal domain",10,108,1.90E-27,T,12/5/2026,IPR059001,"STX17-like, N-terminal domain",-,-
Q7JVK6,39a3059a052c4780fca3b2ed6e02edfd,235,Pfam,PF01997,Translin family,23,217,9.30E-60,T,12/5/2026,IPR002848,Translin family,-,-
Q7JYA0,3cb703de848855e3aca285815902f7b8,340,Pfam,PF00112,Papain family cysteine protease,115,335,1.10E-31,T,12/5/2026,IPR000668,"Peptidase C1A, papain C-terminal",-,-
Q9VLZ1,f3739c0ce925399d88f917aada4c20b5,429,Pfam,PF02244,Carboxypeptidase activation peptide,35,105,3.00E-09,T,12/5/2026,IPR003146,"Carboxypeptidase, activation peptide",-,-
Q9VLZ1,f3739c0ce925399d88f917aada4c20b5,429,Pfam,PF00246,Zinc carboxypeptidase,129,407,6.00E-100,T,12/5/2026,IPR000834,"Peptidase M14, carboxypeptidase A",-,-
A1Z6G6,9cb61ce51d9b936423cd4be19c8e81d1,683,Pfam,PF22956,"Phosphatase 2A Regulatory Subunit A, helical domain",328,406,0.0036,T,12/5/2026,IPR055231,"PIK3R4-like, middle domain",-,-
P23128,13bbcdb1c57fa984e14b75f6806749fc,459,Pfam,PF00270,DEAD/DEAH box helicase,82,247,7.90E-40,T,12/5/2026,IPR011545,DEAD/DEAH-box helicase domain,-,-
P23128,13bbcdb1c57fa984e14b75f6806749fc,459,Pfam,PF00271,Helicase conserved C-terminal domain,282,390,2.90E-25,T,12/5/2026,IPR001650,"Helicase, C-terminal domain-like",-,-
Q9VST8,bdb8bdd215e577d9fdb41fb365215a05,351,Pfam,PF02096,60Kd inner membrane protein,78,305,4.30E-13,T,12/5/2026,IPR028055,"Membrane insertase YidC/Oxa/ALB, C-terminal",-,-
Q9W2H2,3ad80758c49ff9ae57e3728ec2109059,751,Pfam,PF00093,von Willebrand factor type C domain,319,376,1.90E-08,T,12/5/2026,IPR001007,VWFC domain,-,-
Q9W2H2,3ad80758c49ff9ae57e3728ec2109059,751,Pfam,PF00093,von Willebrand factor type C domain,256,310,6.20E-06,T,12/5/2026,IPR001007,VWFC domain,-,-
Q9W2H2,3ad80758c49ff9ae57e3728ec2109059,751,Pfam,PF00093,von Willebrand factor type C domain,184,243,0.0016,T,12/5/2026,IPR001007,VWFC domain,-,-
Q9W2H2,3ad80758c49ff9ae57e3728ec2109059,751,Pfam,PF00094,von Willebrand factor type D domain,383,536,4.00E-34,T,12/5/2026,IPR001846,"von Willebrand factor, type D domain",-,-
Q9W2H2,3ad80758c49ff9ae57e3728ec2109059,751,Pfam,PF08742,C8 domain,581,647,2.90E-13,T,12/5/2026,IPR014853,"VWF/SSPO/Zonadhesin-like, cysteine-rich domain",-,-
A1Z971,98f7d142791c2f17a02e5454791897e9,700,Pfam,PF13920,"Zinc finger, C3HC4 type (RING finger)",650,693,2.60E-09,T,12/5/2026,-,-,-,-
A1Z971,98f7d142791c2f17a02e5454791897e9,700,Pfam,PF23632,RNF34/RFFL SAP domain,49,87,1.00E-06,T,12/5/2026,IPR057299,"RNF34/RFFL, SAP domain",-,-
A1Z971,98f7d142791c2f17a02e5454791897e9,700,Pfam,PF22968,E3 ubiquitin-protein ligase rififylin-like domain,592,638,2.20E-17,T,12/5/2026,IPR055111,"RNF34/RFFL, HeH domain",-,-
Q8IR26,7c28a4a487312e8b3ec13626012cf21b,283,Pfam,PF00097,"Zinc finger, C3HC4 type (RING finger)",125,165,4.70E-06,T,12/5/2026,IPR018957,"Zinc finger, C3HC4 RING-type",-,-
Q9VGT1,7757b2995327d7c0c0f17ff407e23900,527,Pfam,PF00201,UDP-glucoronosyl and UDP-glucosyl transferase,94,517,1.00E-78,T,12/5/2026,IPR002213,UDP-glucuronosyl/UDP-glucosyltransferase,-,-
Q4ABF1,a98e5c30a920dbb24cf610fc46c1179f,180,Pfam,PF06477,Protein of unknown function (DUF1091),75,158,2.10E-14,T,12/5/2026,IPR010512,Protein of unknown function DUF1091,-,-
Q24563,f78d5e5dbfa1e2df69951c3368382628,539,Pfam,PF00001,7 transmembrane receptor (rhodopsin family),125,474,7.30E-75,T,12/5/2026,IPR000276,"G protein-coupled receptor, rhodopsin-like",-,-
Q9VKG4,e481e40744a00e860685bf29b50350f6,682,Pfam,PF16072,Domain of unknown function (DUF4813),289,578,2.40E-96,T,12/5/2026,IPR032086,Protein of unknown function DUF4813,-,-
Q9VKG4,e481e40744a00e860685bf29b50350f6,682,Pfam,PF16072,Domain of unknown function (DUF4813),233,263,9.20E-05,T,12/5/2026,IPR032086,Protein of unknown function DUF4813,-,-
Q9VGS3,8c1677c5a126026444aaef707cb0e8b2,171,Pfam,PF01127,Succinate dehydrogenase/Fumarate reductase transmembrane subunit,50,167,5.00E-27,T,12/5/2026,IPR000701,"Succinate dehydrogenase/fumarate reductase type B, transmembrane subunit",-,-
Q86B79,fc5d40f110287451441aa9bc96714d20,599,Pfam,PF00642,Zinc finger C-x8-C-x5-C-x3-H type (and similar),273,299,0.016,T,12/5/2026,IPR000571,"Zinc finger, CCCH-type",-,-
Q86B79,fc5d40f110287451441aa9bc96714d20,599,Pfam,PF23035,"RING finger protein unkempt homolog-like, CCCH zinc finger",184,222,3.10E-22,T,12/5/2026,IPR057295,"Unkempt, zinc finger domain 4",-,-
Q86B79,fc5d40f110287451441aa9bc96714d20,599,Pfam,PF23261,"UNK-like, CCCH zinc finger",225,266,6.20E-21,T,12/5/2026,IPR057296,"Unkempt, zinc finger domain 5",-,-
Q86B79,fc5d40f110287451441aa9bc96714d20,599,Pfam,PF18384,Unkempt Zinc finger domain 1 (Znf1),21,60,2.90E-17,T,12/5/2026,IPR040594,"Unkempt, zinc finger domain 1",-,-
Q86B79,fc5d40f110287451441aa9bc96714d20,599,Pfam,PF13920,"Zinc finger, C3HC4 type (RING finger)",553,595,8.00E-07,T,12/5/2026,-,-,-,-
Q86B79,fc5d40f110287451441aa9bc96714d20,599,Pfam,PF25427,"UNK-like, CCCH zinc finger",108,147,1.90E-21,T,12/5/2026,-,-,-,-
Q9VMP0,c146536b6d99c1acd18e3b9033c38b77,486,Pfam,PF13904,Coiled-coil domain-containing protein 34,303,473,8.90E-32,T,12/5/2026,IPR025259,Coiled-coil domain-containing protein 34/181,-,-
Q9I7H4,4dfd6c2dac4bdca5740fcfc3e56f0cbd,638,Pfam,PF01740,STAS domain,535,617,0.014,T,12/5/2026,IPR002645,STAS domain,-,-
Q9I7H4,4dfd6c2dac4bdca5740fcfc3e56f0cbd,638,Pfam,PF00916,Sulfate permease family,88,482,4.80E-78,T,12/5/2026,IPR011547,SLC26A/SulP transporter domain,-,-
Q9V3E3,72360773f533f13e94f4b3bdb556105c,189,Pfam,PF10501,Ribosomal subunit 39S,71,123,0.0023,T,12/5/2026,IPR018305,Large ribosomal subunit protein mL50,-,-
P13709,0b17c325a33434c0a3496d0d8c3004be,2038,Pfam,PF17035,Bromodomain extra-terminal - transcription regulation,951,1014,6.60E-23,T,12/5/2026,IPR027353,NET domain,-,-
P13709,0b17c325a33434c0a3496d0d8c3004be,2038,Pfam,PF17105,C-terminal domain of bromodomain protein 4,1997,2038,8.90E-15,T,12/5/2026,IPR031354,"Bromodomain protein 4, C-terminal",-,-
P13709,0b17c325a33434c0a3496d0d8c3004be,2038,Pfam,PF00439,Bromodomain,484,570,1.50E-16,T,12/5/2026,IPR001487,Bromodomain,-,-
P13709,0b17c325a33434c0a3496d0d8c3004be,2038,Pfam,PF00439,Bromodomain,44,127,4.10E-18,T,12/5/2026,IPR001487,Bromodomain,-,-
Q7KV19,02221ecd115a15c75a9b84c70e8ac4a3,172,Pfam,PF01214,Casein kinase II regulatory subunit,10,164,2.00E-44,T,12/5/2026,IPR000704,"Casein kinase II, regulatory subunit",-,-
Q9W4G5,d45f33a85e5ce9df2c91b2d32001920c,237,Pfam,PF15866,Domain of unknown function (DUF4729),20,219,4.10E-51,T,12/5/2026,IPR031732,Domain of unknown function DUF4729,-,-
Q9VTG8,ac2f4a7ad0859f51a920aebda5b06aed,167,Pfam,PF07679,Immunoglobulin I-set domain,77,150,3.10E-10,T,12/5/2026,IPR013098,Immunoglobulin I-set,-,-
Q9VZK2,227a7e4157c9e9eae1bcd0ac468481c7,653,Pfam,PF00096,"Zinc finger, C2H2 type",467,489,0.037,T,12/5/2026,IPR013087,Zinc finger C2H2-type,-,-
Q9VZK2,227a7e4157c9e9eae1bcd0ac468481c7,653,Pfam,PF00096,"Zinc finger, C2H2 type",580,599,27,T,12/5/2026,IPR013087,Zinc finger C2H2-type,-,-
Q9VZK2,227a7e4157c9e9eae1bcd0ac468481c7,653,Pfam,PF00096,"Zinc finger, C2H2 type",524,546,3.9,T,12/5/2026,IPR013087,Zinc finger C2H2-type,-,-
Q9VZK2,227a7e4157c9e9eae1bcd0ac468481c7,653,Pfam,PF00096,"Zinc finger, C2H2 type",554,574,0.013,T,12/5/2026,IPR013087,Zinc finger C2H2-type,-,-
Q9VZK2,227a7e4157c9e9eae1bcd0ac468481c7,653,Pfam,PF13912,C2H2-type zinc finger,499,521,210,T,12/5/2026,IPR013087,Zinc finger C2H2-type,-,-
Q9VKP3,66fe63ea159c8a6614ba57e3007bd431,340,Pfam,PF01459,Eukaryotic porin,61,333,1.90E-52,T,12/5/2026,IPR027246,Eukaryotic porin/Tom40,-,-
Q9VED6,8586612ffbf38b1045aa6a770a74a7dc,455,Pfam,PF03953,Tubulin C-terminal domain,264,392,6.60E-32,T,12/5/2026,IPR018316,"Tubulin/FtsZ, 2-layer sandwich domain",-,-
Q9VED6,8586612ffbf38b1045aa6a770a74a7dc,455,Pfam,PF00091,"Tubulin/FtsZ family, GTPase domain",6,214,3.00E-51,T,12/5/2026,IPR003008,"Tubulin/FtsZ, GTPase domain",-,-
Q9VTK2,7466b296f36356554b403be9e399cbb8,886,Pfam,PF02815,MIR domain,471,630,4.00E-11,T,12/5/2026,IPR016093,MIR motif,-,-
Q9VTK2,7466b296f36356554b403be9e399cbb8,886,Pfam,PF16192,C-terminal four TMM region of protein-O-mannosyltransferase,672,875,3.20E-53,T,12/5/2026,IPR032421,"Protein O-mannosyl-transferase, C-terminal four TM domain",-,-
Q9VTK2,7466b296f36356554b403be9e399cbb8,886,Pfam,PF02366,Dolichyl-phosphate-mannose-protein mannosyltransferase,179,420,8.50E-79,T,12/5/2026,IPR003342,"ArnT-like, N-terminal domain",-,-
Q9VWP4,69ef39f76229ab17ec8e8d948269036c,573,Pfam,PF00173,Cytochrome b5-like Heme/Steroid binding domain,113,185,1.80E-13,T,12/5/2026,IPR001199,Cytochrome b5-like heme/steroid binding domain,-,-
Q9VWP4,69ef39f76229ab17ec8e8d948269036c,573,Pfam,PF00174,Oxidoreductase molybdopterin binding domain,244,417,4.70E-57,T,12/5/2026,IPR000572,"Oxidoreductase, molybdopterin-binding domain",-,-
Q9VWP4,69ef39f76229ab17ec8e8d948269036c,573,Pfam,PF03404,Mo-co oxidoreductase dimerisation domain,440,571,1.80E-41,T,12/5/2026,IPR005066,"Moybdenum cofactor oxidoreductase, dimerisation",-,-
A8JRA0,0c4d967a9322b1fa7ffd23bd7dc233e9,282,Pfam,PF00089,Trypsin,41,276,5.60E-37,T,12/5/2026,IPR001254,"Serine proteases, trypsin domain",-,-
Q9W0Y9,b7b840793202649447346c89d567b7f7,323,Pfam,PF00153,Mitochondrial carrier protein,110,197,8.10E-15,T,12/5/2026,IPR018108,"Mitochondrial carrier protein, transmembrane region",-,-
Q9W0Y9,b7b840793202649447346c89d567b7f7,323,Pfam,PF00153,Mitochondrial carrier protein,12,100,3.00E-17,T,12/5/2026,IPR018108,"Mitochondrial carrier protein, transmembrane region",-,-
Q9W0Y9,b7b840793202649447346c89d567b7f7,323,Pfam,PF00153,Mitochondrial carrier protein,216,307,1.40E-18,T,12/5/2026,IPR018108,"Mitochondrial carrier protein, transmembrane region",-,-
Q9VAJ6,1fdb1aa5e815bea536b80c888df8b792,587,Pfam,PF00858,Amiloride-sensitive sodium channel,34,521,1.20E-78,T,12/5/2026,IPR001873,Epithelial sodium channel,-,-
Q9VDG1,fbc5a4cc67eeb73bc512520ce217b7ab,80,Pfam,PF07648,Kazal-type serine protease inhibitor domain,30,79,6.50E-04,T,12/5/2026,IPR002350,Kazal domain,-,-
P43248,93565a6a1ba6c60148c8375be55bf526,917,Pfam,PF01624,MutS domain I,24,131,8.00E-05,T,12/5/2026,IPR007695,"DNA mismatch repair protein MutS-like, N-terminal",-,-
P43248,93565a6a1ba6c60148c8375be55bf526,917,Pfam,PF05188,MutS domain II,146,287,1.00E-13,T,12/5/2026,IPR007860,"DNA mismatch repair protein MutS, connector domain",-,-
P43248,93565a6a1ba6c60148c8375be55bf526,917,Pfam,PF05192,MutS domain III,303,607,3.40E-26,T,12/5/2026,IPR007696,"DNA mismatch repair protein MutS, core",-,-
P43248,93565a6a1ba6c60148c8375be55bf526,917,Pfam,PF00488,MutS domain V,664,850,2.00E-79,T,12/5/2026,IPR000432,"DNA mismatch repair protein MutS, C-terminal",-,-
P43248,93565a6a1ba6c60148c8375be55bf526,917,Pfam,PF05190,MutS family domain IV,472,566,1.10E-14,T,12/5/2026,IPR007861,"DNA mismatch repair protein MutS, clamp",-,-
Q7KTJ2,2e1cae0cd2f0c52c5f70461957ce3095,264,Pfam,PF00383,Cytidine and deoxycytidylate deaminase zinc-binding region,124,221,3.90E-11,T,12/5/2026,IPR002125,Cytidine and deoxycytidylate deaminase domain,-,-
P29742,7e1eb52b2f9f7ecf7169e3aba6430dd5,1678,Pfam,PF09268,"Clathrin, heavy-chain linker",331,354,1.90E-08,T,12/5/2026,IPR015348,"Clathrin, heavy chain, linker, core motif",-,-
P29742,7e1eb52b2f9f7ecf7169e3aba6430dd5,1678,Pfam,PF00637,Region in Clathrin and VPS,980,1120,8.30E-30,T,12/5/2026,IPR055358,Clathrin heavy-chain repeat,-,-
P29742,7e1eb52b2f9f7ecf7169e3aba6430dd5,1678,Pfam,PF00637,Region in Clathrin and VPS,688,827,6.30E-25,T,12/5/2026,IPR055358,Clathrin heavy-chain repeat,-,-
P29742,7e1eb52b2f9f7ecf7169e3aba6430dd5,1678,Pfam,PF00637,Region in Clathrin and VPS,1277,1418,7.80E-28,T,12/5/2026,IPR055358,Clathrin heavy-chain repeat,-,-
P29742,7e1eb52b2f9f7ecf7169e3aba6430dd5,1678,Pfam,PF00637,Region in Clathrin and VPS,543,680,1.00E-24,T,12/5/2026,IPR055358,Clathrin heavy-chain repeat,-,-
P29742,7e1eb52b2f9f7ecf7169e3aba6430dd5,1678,Pfam,PF00637,Region in Clathrin and VPS,1426,1562,3.20E-30,T,12/5/2026,IPR055358,Clathrin heavy-chain repeat,-,-
P29742,7e1eb52b2f9f7ecf7169e3aba6430dd5,1678,Pfam,PF00637,Region in Clathrin and VPS,843,971,4.30E-27,T,12/5/2026,IPR055358,Clathrin heavy-chain repeat,-,-
P29742,7e1eb52b2f9f7ecf7169e3aba6430dd5,1678,Pfam,PF00637,Region in Clathrin and VPS,1130,1268,1.00E-27,T,12/5/2026,IPR055358,Clathrin heavy-chain repeat,-,-
P29742,7e1eb52b2f9f7ecf7169e3aba6430dd5,1678,Pfam,PF01394,Clathrin propeller repeat,256,288,8.50E-04,T,12/5/2026,IPR022365,"Clathrin, heavy chain, propeller repeat",-,-
P29742,7e1eb52b2f9f7ecf7169e3aba6430dd5,1678,Pfam,PF01394,Clathrin propeller repeat,19,56,0.0019,T,12/5/2026,IPR022365,"Clathrin, heavy chain, propeller repeat",-,-
P29742,7e1eb52b2f9f7ecf7169e3aba6430dd5,1678,Pfam,PF01394,Clathrin propeller repeat,149,187,0.015,T,12/5/2026,IPR022365,"Clathrin, heavy chain, propeller repeat",-,-
P29742,7e1eb52b2f9f7ecf7169e3aba6430dd5,1678,Pfam,PF01394,Clathrin propeller repeat,198,234,0.0021,T,12/5/2026,IPR022365,"Clathrin, heavy chain, propeller repeat",-,-
P29742,7e1eb52b2f9f7ecf7169e3aba6430dd5,1678,Pfam,PF01394,Clathrin propeller repeat,296,330,5.30E-04,T,12/5/2026,IPR022365,"Clathrin, heavy chain, propeller repeat",-,-
P29742,7e1eb52b2f9f7ecf7169e3aba6430dd5,1678,Pfam,PF13838,Clathrin-H-link,356,422,1.50E-23,T,12/5/2026,-,-,-,-
Q9VNY6,6feb1642f09fe6674f8b40ccfbe64051,257,Pfam,PF16042,Domain of unknown function (DUF4794),141,188,0.0011,T,12/5/2026,IPR032011,Domain of unknown function DUF4794,-,-
Q9VBS6,110d3d8626cfb787ffb482834a6892ad,417,Pfam,PF02958,Ecdysteroid kinase-like family,52,335,8.20E-85,T,12/5/2026,IPR004119,Ecdysteroid kinase-like,-,-
Q9VL57,c2c34809770b9daf33dddd11d4f09da3,526,Pfam,PF07534,TLDc domain,344,459,5.00E-10,T,12/5/2026,IPR006571,TLDc domain,-,-
